source,latitude,longitude,requested_datetime,updated_datetime,closed_date,description,address
Other,39.16486359,-86.53614807,2013-09-18T10:21:07-04:00,2016-09-11T22:02:05-04:00,2013-09-18T15:51:49-04:00,Tag on the B-line side of the convention center loading ramp.,"McDoel Greenway Corridor, Bloomington, IN"
Other,,,2013-09-23T11:48:24-04:00,2016-09-11T22:02:05-04:00,2013-09-24T15:52:50-04:00,A gallon bucket of pink paint was thrown on the entrance door of the Knights of Columbus Hall located on the NE corner of 4th St. and So. Walnut. Door is located at the lower level of the building on the 4th street side.,
Other,39.16556931,-86.53417206,2013-09-24T11:28:02-04:00,2016-09-11T22:02:05-04:00,2013-09-24T15:51:02-04:00,Multiple tags in alley.,"109 W 4th St, Bloomington, IN"
Other,39.16568375,-86.53417206,2013-09-24T11:29:18-04:00,2016-09-11T22:02:05-04:00,2013-09-24T15:34:55-04:00,,"100дус198 W 4th St, Bloomington, IN"
Other,39.16041183,-86.5359726,2013-09-24T14:52:00-04:00,2016-09-11T22:02:05-04:00,2013-09-24T15:33:14-04:00,Two tags on the B-line side of Kroger.,"528 S College Ave, Bloomington, IN"
Other,39.1536026,-86.53595734,2013-09-25T10:34:40-04:00,2016-09-11T22:02:05-04:00,2013-09-25T15:30:31-04:00,,"120 W Grimes Ln, Bloomington, IN"
Other,,,2013-09-26T20:40:10-04:00,2016-09-11T22:02:05-04:00,2013-09-27T07:47:22-04:00,"Just wanted to make sure you don't have any graffiti done with the moniker ""syke"". If so, I may have a lead from facebook of someone who is living there.",
Other,,,2013-10-04T16:08:04-04:00,2016-09-11T22:02:05-04:00,2013-10-09T15:46:21-04:00,"spray paint on University St. pavement, in front of our house (1217): ""punch a nazi""; has been there for over 1 year and does not seem to be fading. Is there any way to remove it? Thanks--Janet",
Other,39.16621017,-86.53485107,2013-10-08T13:38:00-04:00,2016-09-11T22:02:05-04:00,2013-10-08T15:42:14-04:00,Tag on both sides of building.,"125 S College Ave, Bloomington, IN"
Other,,,2013-10-16T16:17:06-04:00,2016-09-11T22:02:05-04:00,2013-10-19T13:04:39-04:00,938 N. Walnut,
Other,39.17053223,-86.5308609,2013-10-25T12:14:20-04:00,2016-09-11T22:02:05-04:00,2013-10-31T11:06:53-04:00,,"305 E 9th St, Bloomington, IN"
Other,39.16772079,-86.53302002,2013-11-08T12:24:02-05:00,2016-09-11T22:02:05-04:00,2013-11-12T16:21:24-05:00,,"105 E 6th St, Bloomington, IN"
Other,39.16772079,-86.53302002,2013-11-08T12:24:05-05:00,2016-09-11T22:02:05-04:00,2013-11-27T07:18:08-05:00,,"105 E 6th St, Bloomington, IN"
Other,,,2013-11-12T13:39:52-05:00,2016-09-11T22:02:05-04:00,2013-11-12T16:18:48-05:00,Ffofbn,
Other,39.16903687,-86.52988434,2013-11-14T16:53:59-05:00,2016-09-11T22:02:05-04:00,2013-11-27T07:17:00-05:00,313 n grant,"313 N Grant St, Bloomington, IN"
Other,39.15418625,-86.53256989,2013-11-17T15:58:55-05:00,2016-09-11T22:02:05-04:00,2013-11-21T14:44:07-05:00,,"100дус198 E Davis St, Bloomington, IN"
Other,39.15052414,-86.5279007,2013-11-22T11:15:47-05:00,2016-09-11T22:02:05-04:00,2013-11-27T09:03:52-05:00,A tenant of ours at 509 E Hillside Drive reported graffiti on the mailboxes and on the building at 509 E Hillside Drive.,"508 E Hillside DR, Bloomington, IN, 47401"
Other,,,2013-11-25T11:19:04-05:00,2017-10-11T12:59:42-04:00,2013-11-27T08:42:32-05:00,Appears to be 3 initials on fence at back of property along alley. 1301 S. Walnut,
Police Report,39.17847443,-86.53302765,2013-12-09T18:35:10-05:00,2016-09-11T22:02:05-04:00,2013-12-10T13:39:29-05:00,Black spraypaint graffiti on the Northeast corner of the North Building of Scholar's Rock Apts and on public sidewalks in the area.,"1300 N Walnut ST, Bloomington, IN, 47408"
Police Report,39.17362595,-86.54790497,2013-12-09T18:40:11-05:00,2016-09-11T22:02:05-04:00,2013-12-10T13:37:19-05:00,Graffiti with green spray painted on the East side of 7-elven and also graffiti on the dumpster owned by Republican Services.,"1122 W 11th ST, Bloomington, IN, 47404"
Police Report,,,2013-12-09T18:55:35-05:00,2016-09-11T22:02:05-04:00,2013-12-10T13:36:28-05:00,"Graffiti on the B-Line trail in black spray paint the words ""Richie Rich RIP""",
Police Report,39.15828705,-86.52566528,2013-12-09T19:08:27-05:00,2016-09-11T22:02:05-04:00,2013-12-10T13:35:04-05:00,graffiti spray painted on stone wall of a residence.,"823 S Fess AVE, Bloomington, IN, 47401"
Police Report,39.16632462,-86.52874756,2013-12-09T19:19:39-05:00,2016-09-11T22:02:05-04:00,2013-12-10T13:34:11-05:00,The back doors of Rubicon Apartments was spray painted with unknown letters.,"422 E Kirkwood AVE, Bloomington, IN, 47408"
Police Report,39.15982056,-86.53596497,2013-12-09T19:39:50-05:00,2016-09-11T22:02:05-04:00,2013-12-10T13:33:25-05:00,"Kroger Seminary Square West side exterior wall had graffiti with spray paint. It stated ""walking so long it was like I got head finally I would get to see the last before sunrise movie."" Adjacent to the graffiti was a second spray painted word stating krogentrified.","528 S College AVE, Bloomington, IN, 47403"
Police Report,39.17190552,-86.52031708,2013-12-09T19:47:08-05:00,2016-09-11T22:02:05-04:00,2013-12-10T13:32:18-05:00,"South end of building face graffiti purple paint, design in white paint on south door, graffiti on flower pot on south end of building and graffiti on a sign on the east end of parking lot.","1101 E 10th ST, Bloomington, IN, 47408"
Police Report,39.15735245,-86.54186249,2013-12-09T19:51:33-05:00,2016-09-11T22:02:05-04:00,2013-12-10T09:33:44-05:00,"Graffiti written across the street stating ""cops out of our neighborhood.""","711 W Dodds ST, Bloomington, IN, 47403"
Police Report,,,2013-12-09T19:54:37-05:00,2016-09-11T22:02:05-04:00,2013-12-10T09:31:11-05:00,"Graffiti on a squad car; blue paint on the passenger side window, doors, and rear. They were blue lines and the word ""Pig"".",
Police Report,,,2013-12-09T19:57:37-05:00,2016-09-11T22:02:05-04:00,2013-12-10T09:31:51-05:00,Graffiti to railroad overpass,
Police Report,,,2013-12-17T16:23:56-05:00,2016-09-11T22:02:05-04:00,2013-12-18T10:06:37-05:00,"GRAFFITI ON RETAINING WALL AT STATE ROAD 37, RAMP 9, UNKNOWN TYPE OF GRAFFITI",
Police Report,39.16394424,-86.52953339,2013-12-17T16:27:37-05:00,2016-09-11T22:02:05-04:00,2013-12-18T10:05:53-05:00,BLACK SPRAY PAINT GRAFFITI TO PARKING LOT WALL AND EXTERIOR BUILDING WALL OWNED BY BLOOMINGTON ACCOUNTING SERVICES,"321 S Grant ST, Bloomington, IN, 47401"
Police Report,39.16536713,-86.53025818,2013-12-17T16:40:35-05:00,2016-09-11T22:02:05-04:00,2013-12-18T10:05:09-05:00,4 PARKING METERS SPRAY-PAINTED WITH ORANGE SPRAY PAINT IN FRONT OF TAST OF INDIA RESTAURANT.,"316 E 4th ST, Bloomington, IN, 47408"
Police Report,,,2013-12-17T16:59:07-05:00,2016-09-11T22:02:05-04:00,2013-12-18T10:04:17-05:00,UNKNOWN SUBJECT USED BLACK SPRAY PAINT ON THE WINDSHIELD AND RIGHT FENDER OF A VEHICLE PARKED IN THE AREA OF FOUNTAIN SQUARE MALL.,
Police Report,39.16498947,-86.53562164,2013-12-17T17:04:07-05:00,2016-09-11T22:02:05-04:00,2013-12-18T10:03:50-05:00,A 2007 TOYOTA COROLLA WAS SPRAY PAINTED WITH GRAFFITI ON THE DRIVER'S SIDE DOOR; ONE SINGLE SWOOSH WITH BLACK PAINT. VEHICLE OWNED BY GRANT PROPERTIES,"222 S College AVE, Bloomington, IN, 47404"
Police Report,39.17033386,-86.53204346,2013-12-17T17:08:30-05:00,2016-09-11T22:02:05-04:00,2013-12-18T10:03:19-05:00,"GRAFFITI SPRAY PAINTED ON THE SIDE OF THE BUILDING, FACING THE ALLEY, OF SHOWERS INN BED AND BREAKFAST.","430 N Washington ST, Bloomington, IN, 47408"
Police Report,39.17201233,-86.53458405,2013-12-17T17:28:47-05:00,2016-09-11T22:02:05-04:00,2013-12-18T10:00:49-05:00,UNKNOWN SUBJECT SPRAY PAINTED GRAFFITI ON THE BACK OF THE GREEK ACCOUNTING BUILDING,"608 N College AVE, Bloomington, IN, 47404"
Other,,,2013-12-17T17:31:05-05:00,2016-09-11T22:02:05-04:00,2013-12-18T10:00:02-05:00,A parking meter face has been blacked out by permanent marker or paint on a meter on the north side of 6th at the corner of walnut. It is the 3rd or 4th meter on 6th next to the Subway. The digital read-out is not visible due to this graffiti.,
Police Report,39.17578125,-86.53212738,2013-12-17T17:35:04-05:00,2016-09-11T22:02:05-04:00,2013-12-18T09:59:07-05:00,STAR OF DAVID SPRAY PAINTED ON THE SIDE OF A GOLD 1999 PONTIAC PARKED IN FRONT OF A RESIDENCE.,"201 E Brownstone DR, Bloomington, IN, 47408"
Police Report,39.16268158,-86.52820587,2013-12-17T17:45:07-05:00,2016-09-11T22:02:05-04:00,2013-12-18T09:50:44-05:00,"VEHICLE SPRAY PAINTED A STAR WITH THE WORDS ""FOL"" ON THE PASSENGER SIDE","401 S Dunn ST, Bloomington, IN, 47401"
Police Report,39.18237305,-86.52965546,2013-12-17T17:51:38-05:00,2016-09-11T22:02:05-04:00,2013-12-18T09:49:52-05:00,UNKNOWN SUBJECT SPRAY PAINTED GRAFFITI ON A 2004 CHEVY IMPALA ON THE RIGHT REAR FENDER.,"414 E Varsity LN, Bloomington, IN, 47408"
Police Report,39.15590668,-86.52477264,2013-12-17T17:55:46-05:00,2016-09-11T22:02:05-04:00,2013-12-18T09:18:10-05:00,GRAFFITI ON THE WALL IN THE WOMAN'S RESTROOM AT BRYAN PARK,"1001 S Henderson ST, Bloomington, IN, 47401"
Police Report,39.16265106,-86.54129791,2013-12-17T17:59:54-05:00,2016-09-11T22:02:05-04:00,2013-12-18T09:17:03-05:00,"OUTSIDE EXIT DOOR OF THE FIRST CHURCH OF THE NAZARENE AN UNKNOWN SUBJECT WROTE IN PERMANENT MARKER ""APATHY AND NEGLECT LEAD TO VANDALISM""","700 W Howe ST, Bloomington, IN, 47403"
Police Report,39.16265106,-86.54129791,2013-12-17T18:08:40-05:00,2016-09-11T22:02:05-04:00,2013-12-18T09:16:18-05:00,"UNKNOWN SUBJECT PAINTED TWO CIRCLES, ONE ON THE HOOD AND THE OTHER ONE ON THE FRONT PASSENGER SIDE QUARTER PANEL ON A 2006 TOYOTA PARKED AT FIRST CHURCH OF THE NAZARENE.","700 W Howe ST, Bloomington, IN, 47403"
Police Report,39.17377853,-86.53582764,2013-12-17T18:41:14-05:00,2016-09-11T22:02:05-04:00,2013-12-18T09:15:31-05:00,"GRAFFITI ON TWO FLOORS OF AN APARTMENT BUILDING AT THE PART AT MORTON. WROTE THE WORDS ""HI"" ""HO"" ""BITCH"" ""BLOOD BITCH"" AND DREW SEVERAL PICTURES OF PENISES ON THE WALLS. EXIT SIGN ON 3RD FLOOR WAS ALSO BROKEN.","710 N Morton ST, Bloomington, IN, 47404"
Police Report,39.15472412,-86.53669739,2013-12-17T18:44:15-05:00,2016-09-11T22:02:05-04:00,2013-12-18T09:14:13-05:00,GRAFFITI ON THE NORTH SIDE OF THE OFFICE EASEL BUILDING,"1112 S Morton ST, Bloomington, IN, 47403"
Police Report,39.16634369,-86.53210449,2013-12-17T18:47:13-05:00,2016-09-11T22:02:05-04:00,2013-12-18T09:09:26-05:00,UNKNOWN SUBJECT SPRAY PAINTED A 4 1/2' X 3' FROWN FACE ON THE SIDE OF PEOPLE'S STATE BANK.,"200 E Kirkwood AVE, Bloomington, IN, 47408"
Police Report,39.15435028,-86.57212067,2014-01-06T17:55:20-05:00,2016-09-11T22:02:05-04:00,2014-01-08T11:07:50-05:00,CP REPORTS THAT SOMEONE SPRAY PAINTED GRAFFITI ON HIS VEHICLE,"701 S Greenleaf CT, Bloomington, IN, 47403"
Police Report,39.16215897,-86.49234009,2014-01-06T17:58:56-05:00,2016-09-11T22:02:05-04:00,2014-01-08T11:06:05-05:00,UNKNOWN SUBJECT USED BLACK SPRAY PAINT TO GRAFFITI THE BACK SIDE OF KMART WEST.,"3216 E 3rd ST, Bloomington, IN, 47401"
Police Report,39.16637039,-86.53024292,2014-01-06T18:07:14-05:00,2016-09-11T22:02:05-04:00,2014-01-08T11:04:22-05:00,"UNKNOWN SUBJECT WROTE ON THE SIDE OF THE BUILDING AT THE AMERICAN COLORS STORE THE PHRASES MORE DEAD COPS WITH THE EQUAL SYMBOL AND NEXT TO THE PHRASE WAS NEEDS MORE OPTIONS FOR GOD SAKES. SUBJECT ALSO WROTE ON THE SIDEWALK  THE PHRASES ""GIVE US EMPLOYMENT"" ""SELF-EMPLOYMENT NOT SLAVERY"" ""I GO TO COLLEGE AND I'M HOMELESS"" ""LOVE THE HOMELESS""","316 E Kirkwood AVE, Bloomington, IN, 47408"
Police Report,,,2014-01-06T18:11:24-05:00,2016-09-11T22:02:05-04:00,2014-01-08T11:01:48-05:00,UNKNOWN SUBJECT USED RED SPRAY PAINT AND SPRAY PAINTED THE RETAINING WALL IN A DUMPSTER SPACE.,
Police Report,,,2014-01-06T18:14:02-05:00,2016-09-11T22:02:05-04:00,2014-01-08T11:01:03-05:00,GRAFFITI TO THE BACK OF UPTOWN CAFE BUILDING.,"113 S Walnut ST, Bloomington, IN"
Police Report,39.16476059,-86.52959442,2014-01-06T18:19:12-05:00,2016-09-11T22:02:05-04:00,2014-01-08T11:00:02-05:00,UNKNOWN SUBJECT USED BLACK SPRAY PAINT AND SPRAY PAINTED WHAT APPEARED TO SOME TYPE OF SIGNATURE ON THE SOUTHWEST WALL OF THE ZINMAN LAW OFFICE.,"403 E 3rd ST, Bloomington, IN, 47408"
Other,39.1601181,-86.52942657,2014-01-12T17:55:02-05:00,2016-09-11T22:02:05-04:00,2014-01-13T08:29:13-05:00,"It's actually 411 E. University St.  Today I found ""ADHD"" spray painted on the apron of my driveway.  Several months ago (which I also reported online but heard nothing about) someone spray painted something in blue on my limestone retaining wall facing the sidewalk.","412 E University ST, Bloomington, IN, 47401"
Other,,,2014-01-13T12:04:15-05:00,2016-09-11T22:02:05-04:00,2014-01-13T14:47:08-05:00,"PLEASE clean up the railroad bridge at West 11th & Fairview , It looks terrible.",
Missing,39.1713295,-86.52563477,2014-01-15T01:31:36-05:00,2016-09-11T22:02:05-04:00,2014-01-15T11:01:47-05:00,Test Report,
Missing,39.1713295,-86.52563477,2014-01-15T01:34:34-05:00,2016-09-11T22:02:05-04:00,2014-01-15T11:01:07-05:00,Test Report,
Missing,39.1713295,-86.52563477,2014-01-15T04:30:36-05:00,2016-09-11T22:02:05-04:00,2014-01-15T11:00:26-05:00,Test Report,
Missing,39.1713295,-86.52563477,2014-01-15T05:15:52-05:00,2016-09-11T22:02:05-04:00,2014-01-15T10:59:56-05:00,Test Report,
Missing,39.1713295,-86.52563477,2014-01-15T05:33:37-05:00,2016-09-11T22:02:05-04:00,2014-01-15T10:59:21-05:00,Test Report,
Email,,,2014-01-15T10:30:00-05:00,2016-09-11T22:02:05-04:00,2014-01-15T10:57:15-05:00,Limestone benches at 6th and Lincoln have been tagged.,N Lincoln ST
Other,39.17312622,-86.54093933,2014-01-19T19:55:54-05:00,2016-09-11T22:02:05-04:00,2014-01-21T08:55:07-05:00,11th bridge has accumulated significant graffiti.,"677дус687 N Fairview St, Bloomington, IN"
Missing,39.1713295,-86.52563477,2014-01-21T02:54:13-05:00,2016-09-11T22:02:05-04:00,2014-01-21T08:50:07-05:00,Test Report,
Missing,39.1713295,-86.52563477,2014-01-21T02:54:42-05:00,2016-09-11T22:02:05-04:00,2014-01-21T08:48:55-05:00,Test Report,
Missing,39.1713295,-86.52563477,2014-01-21T02:55:21-05:00,2016-09-11T22:02:05-04:00,2014-01-21T08:46:36-05:00,Test Report,
Missing,39.1713295,-86.52563477,2014-01-21T02:56:00-05:00,2016-09-11T22:02:05-04:00,2014-01-21T08:46:14-05:00,Test Report,
Missing,39.1713295,-86.52563477,2014-01-21T02:56:23-05:00,2016-09-11T22:02:05-04:00,2014-01-21T08:45:35-05:00,Test Report,
Other,,,2014-01-22T19:14:25-05:00,2016-09-11T22:02:05-04:00,2014-01-23T07:55:53-05:00,Neighbors have reported graffiti on garage overhead door.  House belongs to my uncle Ronald L. Buck.  House is currently not occupied. Address is 401 E 1st street. Garage is North of house.  Can you please check it out to see if it is a gang symbol or something else that might be sinister.  I am going to try to get to Bloomington this weekend to attempt to remove or cover it up.  My work phone number is 765-884-1090 ext. 107 between 8 am and 4 pm.,
Other,,,2014-01-29T11:29:57-05:00,2016-09-11T22:02:05-04:00,2014-01-30T08:24:15-05:00,"Graffiti in multiple places on either side of 118 N. Walnut, including vacant store fronts, City signage, etc.",
Other,,,2014-02-26T19:48:57-05:00,2016-09-11T22:02:05-04:00,2014-02-27T07:53:42-05:00,There is graffiti at the corner highland and university. It has been there for awhile.,
Other,39.18504715,-86.53862762,2014-03-05T15:31:30-05:00,2016-09-11T22:02:05-04:00,2014-04-17T11:48:09-04:00,White spray paint on wall in east parking lot by office building,
Other,39.16313553,-86.52735138,2014-03-10T12:27:33-04:00,2016-09-11T22:02:05-04:00,2014-04-04T14:37:14-04:00,,"500дус598 E Atwater Ave, Bloomington, IN"
Other,39.15417862,-86.53249359,2014-03-12T10:12:08-04:00,2016-09-11T22:02:05-04:00,2014-04-04T14:32:41-04:00,Graffiti on stop sign,"100дус198 E Davis St, Bloomington, IN"
Other,39.16773224,-86.53300476,2014-03-21T12:04:21-04:00,2016-09-11T22:02:05-04:00,2014-05-12T15:45:41-04:00,,"105 E 6th St, Bloomington, IN"
Other,39.1567955,-86.52457428,2014-03-28T23:14:31-04:00,2016-09-11T22:02:05-04:00,2014-05-05T12:53:48-04:00,"Two black ""tags"" on limestone parks and rec garage in Bryan Park, at end of Stull.","901дус999 S Stull Ave, Bloomington, IN"
Other,39.17318726,-86.54096985,2014-03-30T21:36:01-04:00,2016-09-11T22:02:05-04:00,2014-03-31T13:04:55-04:00,"The train trestle underpass just past Bender Lumber is an incredible eyesore of graffiti. It is an extreme example. I don't know if the city graffiti busters (I was referred to you by Mayor Kruzan) have used black paint to ""address"" this site, but if so it actually looks much worse. The older train track underpasses all over the perimeter of the city need to be checked and the graffiti addressed. Former Mayor Tomilea Allison's policy was to paint over all the graffiti at a site like an underpass with gray paint to completely remove any trace of tagging and defacement. She did this as soon as it was reported. This discouraged the vandals knowing that no one would see their dog-like marking of that territory.","691-695 West 11th Street, Bloomington, IN"
Other,,,2014-03-30T21:40:19-04:00,2016-09-11T22:02:05-04:00,2014-03-31T13:02:47-04:00,"This defacement (or is it some kind of horrid mural) I believe is on the back of the building housing Boomerang Hair downtown on the B-Line. It is in the somewhat protected section that is behind what used to be Irwin Union Bank and Le Petit Cafe, the back of Boomerang Hair etc. I am not sure if this site is on private property but I indicated that it was.",
Phone Call,39.17530441,-86.53328705,2014-03-31T13:40:37-04:00,2016-09-11T22:02:05-04:00,2014-04-03T14:39:25-04:00,,"938 N Walnut ST, Bloomington, IN, 47408"
Other,,,2014-04-02T12:28:57-04:00,2016-09-11T22:02:05-04:00,2014-04-03T14:32:59-04:00,graffiti tag on fire hydrant at at the corner of South Washington Street and East Allen Street 47401 - second occurrence,
Other,39.15932846,-86.53560638,2014-04-02T20:31:50-04:00,2016-09-11T22:02:05-04:00,2014-04-23T10:36:35-04:00,"When the oil(?) storage tanks where removed from the lot across from the back of Seminary Square shopping center (Kroger's, Peach Garden), what was revealed was another brown brick building to the south that has a ""smokestack"". The north side of this building is COVERED in hideous graffiti and is is -right on- the B-Line walkway as it meanders south. This building looks like it is a real business but it is hard to tell. Was it the building/business associated with the oil tanks? The defacement was easy for vandals to do when the oil tanks were in place but they would be spotted now so maybe something -can be done about it-? Especially since it is right on a signature urban success, the B-Line.","203 W 1st ST, Bloomington, IN, 47403"
Other,39.15680313,-86.52461243,2014-04-07T07:49:11-04:00,2016-09-11T22:02:05-04:00,2014-05-05T12:52:48-04:00,"Again, on limestone parks and Rec garage.  Garage doors were re-tagged, and limestone sides still have older black tagging on them","901дус999 S Stull Ave, Bloomington, IN"
Other,39.16549301,-86.52991486,2014-04-13T08:45:13-04:00,2016-09-11T22:02:05-04:00,2014-04-14T11:37:14-04:00,,"348-398 E 4th St, Bloomington, IN"
Other,,,2014-04-14T10:46:12-04:00,2016-09-11T22:02:05-04:00,2014-04-17T11:50:03-04:00,"I live at 817 E 2ND ST. The west side of my garage was tagged last month during the night (3/25/14) with black spray paint; it is the first time my property has been tagged, but a few years ago a person made spray paint drawings on the paved alley. The garage is along an alley mid way between East 2nd St and Hunter Ave. I reported it to the Bloomington Police and an officer came, took  statement, and took photos. The case # 3/25/2014-114. I only recently found out from my Elm Heights neighborhood Association that there might be city help to remove the graffiti. Now that the weather is getting warmer, I am hoping that Graffiti Management will help me out. This person also tagged a telephone ground box located midway between 2nd and Hunter.",
Other,,,2014-04-15T12:49:51-04:00,2016-09-11T22:02:05-04:00,2014-04-17T11:46:03-04:00,2nd time graffiti is on wall of staircase.    See last year's removal report,
Other,,,2014-04-29T10:38:34-04:00,2016-09-11T22:02:05-04:00,2014-04-29T13:47:56-04:00,Doors on the back of IU Press building had the word SAP spray painted on them multiple times.,
Other,39.16840744,-86.53308105,2014-04-29T10:55:17-04:00,2016-09-11T22:02:05-04:00,2014-04-29T13:47:07-04:00,Tags on electrical boxes on the back side of parking garage.,"2501 N Walnut ST, Bloomington, IN, 47404"
Other,39.16788483,-86.53631592,2014-04-30T13:27:24-04:00,2016-09-11T22:02:05-04:00,2014-04-30T15:43:33-04:00,Tag on B-line side of the bank.,"300 W 6th ST, Bloomington, IN, 47404"
Other,,,2014-05-01T11:18:40-04:00,2016-09-11T22:02:05-04:00,2014-05-07T15:28:15-04:00,Kirkwood & Adams,
Other,,,2014-05-02T09:09:48-04:00,2016-09-11T22:02:05-04:00,2014-05-05T08:15:16-04:00,2' x 15' TELETHON,
Other,,,2014-05-06T15:16:18-04:00,2016-09-11T22:02:05-04:00,2014-05-27T15:52:49-04:00,"Grafitti is behind Tracks on Kirkwood and Bloomingfoods down the alley, between and on both buildings",
Other,39.15632629,-86.53305054,2014-05-07T08:11:59-04:00,2016-09-11T22:02:05-04:00,2014-05-09T15:22:05-04:00,My all limestone house was tagged.,"148 East Dixie Street, Bloomington, IN"
Other,39.16649246,-86.53246307,2014-05-07T10:01:37-04:00,2016-09-11T22:02:05-04:00,2014-05-07T15:27:08-04:00,Tag on limestone building at bus stop area.,"100дус198 E Kirkwood Ave, Bloomington, IN"
Other,39.16648865,-86.53214264,2014-05-07T15:31:44-04:00,2016-09-11T22:02:05-04:00,2014-05-07T15:33:49-04:00,Large smiley face on the side of Peoples bank.,"200дус298 E Kirkwood Ave, Bloomington, IN"
Other,,,2014-05-08T14:23:10-04:00,2016-09-11T22:02:05-04:00,2014-05-13T15:36:19-04:00,front fence at BIM,
Missing,,,2014-05-11T13:04:59-04:00,2016-09-11T22:02:05-04:00,2014-05-12T15:36:47-04:00,east sidewalk between 7th and 8th spray painted,
Other,39.16762543,-86.53633118,2014-05-12T07:54:10-04:00,2016-09-11T22:02:05-04:00,2014-05-12T15:29:03-04:00,Tag says kill cops smoke weed.,"300дус348 W 6th St, Bloomington, IN"
Other,39.16111374,-86.52349854,2014-05-12T10:56:26-04:00,2016-09-11T22:02:05-04:00,2014-05-13T15:34:02-04:00,Tag,"801дус899 E 2nd St, Bloomington, IN"
Other,39.16744614,-86.53861237,2014-05-19T13:46:11-04:00,2016-09-11T22:02:05-04:00,2014-05-19T15:27:38-04:00,Tags on thrift store.,"100дус198 N Rogers St, Bloomington, IN"
Other,,,2014-05-19T17:17:53-04:00,2016-09-11T22:02:05-04:00,2014-05-22T13:46:48-04:00,"Two patches of graffiti on wall.  Other is to the left if you face the wall and reads ""Paris"".",
Other,39.16763687,-86.53620148,2014-05-27T08:50:54-04:00,2016-09-11T22:02:05-04:00,2014-05-27T15:51:11-04:00,Tag on the side of first financial bank.,"201дус299 N Morton St, Bloomington, IN"
Other,39.17082977,-86.53616333,2014-05-28T13:19:40-04:00,2016-09-11T22:02:05-04:00,2014-05-28T15:01:39-04:00,Tag on retaining wall.,"501дус599 N Morton St, Bloomington, IN"
Other,,,2014-05-29T06:30:09-04:00,2016-09-11T22:02:05-04:00,2014-05-30T15:15:31-04:00,"tca(vertical),Dainto.Masto, 212,313,212/212.",
Other,39.17034531,-86.53084564,2014-05-29T08:39:44-04:00,2016-09-11T22:02:05-04:00,2014-06-10T12:15:46-04:00,424 n Lincoln graffiti,"424 N Lincoln ST, Bloomington, IN, 47408"
Other,39.16678238,-86.53819275,2014-05-30T09:49:29-04:00,2016-09-11T22:02:05-04:00,2014-05-30T15:17:26-04:00,Tags on side and back of building,"414 W Kirkwood AVE, Bloomington, IN, 47404"
Other,,,2014-05-30T10:45:49-04:00,2016-09-11T22:02:05-04:00,2014-05-30T15:11:51-04:00,"Goodfellows Alley between Buskirk-Chumley Theater and FARM Bloomington (couldn't get accurate location on option above), appeared night of 5/28",
Other,,,2014-05-30T10:47:33-04:00,2016-09-11T22:02:05-04:00,2014-05-30T15:18:49-04:00,Tag on retaining wall.,
Other,39.16135788,-86.53354645,2014-06-01T15:21:36-04:00,2016-09-11T22:02:05-04:00,2014-06-02T15:19:24-04:00,"There is a traffic light control box on the northwest corner of this intersetion which has white graffiti on it. This box is dark brown. It might also be an above ground utility box used by AT&T for its Uverse service, I no way of knowing. All I know is that this defacement is right across from a prominent city park and needs to be addressed. Many of these boxes have artwork on each side that is visible. Could that be done with this box?","108 East 2nd Street, Bloomington, IN"
Other,39.17211151,-86.53495026,2014-06-02T09:37:53-04:00,2016-09-11T22:02:05-04:00,2014-06-02T15:17:09-04:00,Tag on black signal box.,"629 N College Ave, Bloomington, IN"
Other,39.1684761,-86.53334808,2014-06-02T09:48:40-04:00,2016-09-11T22:02:05-04:00,2014-06-02T15:16:21-04:00,Tags on signal box.,"100дус198 E 7th St, Bloomington, IN"
Other,39.17157745,-86.53131104,2014-06-02T12:05:29-04:00,2016-09-11T22:02:05-04:00,2014-06-03T12:47:20-04:00,,"533 N Lincoln ST, Bloomington, IN, 47408"
Other,39.16645813,-86.52804565,2014-06-02T12:12:14-04:00,2016-09-11T22:02:05-04:00,2014-06-02T15:12:28-04:00,Tag on sidewalk,"Indiana University, Bloomington, Bloomington, IN"
Other,39.1677742,-86.5329895,2014-06-02T14:11:12-04:00,2016-09-11T22:02:05-04:00,2014-06-23T14:57:17-04:00,,"101дус199 E 6th St, Bloomington, IN"
Other,39.17331314,-86.54160309,2014-06-06T10:35:39-04:00,2016-09-11T22:02:05-04:00,2014-06-06T11:15:08-04:00,Covered graffiti at the 11th st railroad over pass.,"700дус798 W 11th St, Bloomington, IN"
Police Report,39.15637207,-86.53348541,2014-06-13T21:32:29-04:00,2016-09-11T22:02:05-04:00,2014-06-16T09:34:21-04:00,Asphalt parking lot and dumpster spray painted with white spray paint in stripes and words.,"901 S Walnut ST, Bloomington, IN, 47401"
Police Report,39.17220688,-86.53259277,2014-06-13T21:35:09-04:00,2016-09-11T22:02:05-04:00,2014-06-23T14:57:56-04:00,Unknown subject used white spray paint on fence,"615 N Washington ST, Bloomington, IN, 47408"
Police Report,39.16823578,-86.53705597,2014-06-13T21:38:04-04:00,2016-09-11T22:02:05-04:00,2014-06-23T07:21:43-04:00,Business spray painted on two sides with white and black spray paint.,"212 N Madison ST, Bloomington, IN, 47404"
Police Report,39.15746689,-86.5315094,2014-06-13T21:45:19-04:00,2016-09-11T22:02:05-04:00,2014-06-16T15:44:27-04:00,Red spray paint graffiti on garage door and windows.,"756 S Lincoln ST, Bloomington, IN, 47401"
